,id,school,abbreviation,nickname,mascot,full_name,classification,conference_id,conference,conference_division,home_venue_id,home_venue,venue_capacity,city,state,zip,country_code,location,elevation,wins,losses,enrollment,first_year,top_receiver_yards,smallest_venue_rank,largest_venue_rank,elevation_rank,wins_rank,losses_rank,enrollment_rank,oldest_rank,top_receiver_yards_rank,color,logo
81,2459,Northern Illinois,NIU,N Illinois,Huskies,Northern Illinois Huskies,fbs,15,Mid-American,,3764,Huskie Stadium,23595,DeKalb,IL,60115,US,"(41.9339586,-88.7778357)",267.4530029,620,533,"15,504",1899,2991,13,124,42,67,64,108,82,94,#F1122C,http://a.espncdn.com/i/teamlogos/ncaa/500/2459.png
82,2348,Louisiana Tech,LT,Louisiana Tech,Bulldogs,Louisiana Tech Bulldogs,fbs,12,Conference USA,,3776,Joe Aillet Stadium,28019,Ruston,LA,71272,US,"(32.5321487,-92.6560019)",72.87982941,647,505,"11,612",1901,4352,27,110,100,53,73,124,83,9,#002d65,http://a.espncdn.com/i/teamlogos/ncaa/500/2348.png
83,197,Oklahoma State,OKST,Oklahoma St,Cowboys,Oklahoma State Cowboys,fbs,4,Big 12,,3646,Boone Pickens Stadium,55509,Stillwater,OK,74078,US,"(36.125673,-97.066513)",276.4808655,641,582,"25,359",1901,4472,90,47,37,59,39,73,84,8,#FF7300,http://a.espncdn.com/i/teamlogos/ncaa/500/197.png
84,309,Louisiana,UL,Louisiana,Ragin' Cajuns,Louisiana Ragin' Cajuns,fbs,37,Sun Belt,West,3666,Cajun Field,41426,Lafayette,LA,70506,US,"(30.2158434,-92.0417371)",3.556508303,576,586,"15,345",1902,3702,64,73,131,88,37,110,85,32,#ce181e,http://a.espncdn.com/i/teamlogos/ncaa/500/309.png
85,55,Jacksonville State,JVST,Jax State,Gamecocks,Jacksonville State Gamecocks,fbs,12,Conference USA,,3662,AmFirst Stadium,24000,Jacksonville,AL,36265,US,"(33.8201052,-85.76647)",198.0679016,622,429,"9,540",1904,803,15,122,66,66,104,128,86,135,#b50500,http://a.espncdn.com/i/teamlogos/ncaa/500/55.png
86,326,Texas State,TXST,Texas St,Bobcats,Texas State Bobcats,fbs,37,Sun Belt,West,3644,Bobcat Stadium (TX),30000,San Marcos,TX,78666,US,"(29.8910008,-97.9255735)",177.8676453,543,506,"38,171",1904,1745,34,104,76,99,72,34,87,130,#4e1719,http://a.espncdn.com/i/teamlogos/ncaa/500/326.png
87,2711,Western Michigan,WMU,W Michigan,Broncos,Western Michigan Broncos,fbs,15,Mid-American,,3980,Waldo Stadium,30200,Kalamazoo,MI,49008,US,"(42.2860064,-85.6007573)",243.8211212,603,491,"18,266",1905,5285,38,100,48,73,79,102,88,1,#532e1f,http://a.espncdn.com/i/teamlogos/ncaa/500/2711.png
88,57,Florida,FLA,Florida,Gators,Florida Gators,fbs,8,SEC,,3634,Ben Hill Griffin Stadium,88548,Gainesville,FL,32653,US,"(29.6499357,-82.3485788)",44.97250748,767,452,"55,211",1906,2563,126,11,109,20,96,7,89,122,#0021a5,http://a.espncdn.com/i/teamlogos/ncaa/500/57.png
89,62,Hawai'i,HAW,Hawai'i,Rainbow Warriors,Hawai'i Rainbow Warriors,fbs,17,Mountain West,,7220,Clarence T.C. Ching Athletics Complex,9000,Honolulu,HI,96822,,"(21.294294,-157.819338)",20.0,591,500,"19,256",1909,4345,2,135,118,76,74,100,90,10,#003420,http://a.espncdn.com/i/teamlogos/ncaa/500/62.png
90,2623,Missouri State,MOST,Missouri St,Bears,Missouri State Bears,fbs,12,Conference USA,,3878,Plaster Sports Complex,17337,Springfield,MO,65897,US,"(37.1976229,-93.2798119)",402.368103,502,545,"23,418",1909,640,6,131,21,107,59,80,91,136,#5F0000,http://a.espncdn.com/i/teamlogos/ncaa/500/2623.png
91,2653,Troy,TROY,Troy,Trojans,Troy Trojans,fbs,37,Sun Belt,West,3975,Veterans Memorial Stadium (AL),30000,Troy,AL,36082,US,"(31.7995565,-85.9518328)",154.7746277,580,441,"6,000",1909,3128,35,105,83,85,98,132,92,78,#AE0210,http://a.espncdn.com/i/teamlogos/ncaa/500/2653.png
92,97,Louisville,LOU,Louisville,Cardinals,Louisville Cardinals,fbs,1,ACC,,3873,L&N Federal Credit Union Stadium,60000,Louisville,KY,40292,US,"(38.2057621,-85.7588141)",138.5615997,561,500,"23,225",1910,3670,95,43,86,93,75,82,93,37,#c9001f,http://a.espncdn.com/i/teamlogos/ncaa/500/97.png
93,2032,Arkansas State,ARST,Arkansas St,Red Wolves,Arkansas State Red Wolves,fbs,37,Sun Belt,West,3625,Centennial Bank Stadium,30382,Jonesboro,AR,72404,US,"(35.8488977,-90.6677436)",89.52690887,505,532,"14,903",1911,4069,41,96,99,105,65,114,94,15,#e81018,http://a.espncdn.com/i/teamlogos/ncaa/500/2032.png
94,2393,Middle Tennessee,MTSU,MTSU,Blue Raiders,Middle Tennessee Blue Raiders,fbs,12,Conference USA,,3725,"Johnny ""Red"" Floyd Stadium",30788,Murfreesboro,TN,37132,US,"(35.8511463,-86.3681649)",191.7279816,611,474,"20,086",1911,3261,44,93,69,71,86,97,95,69,#006db6,http://a.espncdn.com/i/teamlogos/ncaa/500/2393.png
95,235,Memphis,MEM,Memphis,Tigers,Memphis Tigers,fbs,151,American Athletic,,3805,Simmons Bank Liberty Stadium,58325,Memphis,TN,38152,US,"(35.1209429,-89.977147)",90.62445831,547,539,"21,917",1912,3590,93,44,98,97,60,87,96,47,#004991,http://a.espncdn.com/i/teamlogos/ncaa/500/235.png
96,242,Rice,RICE,Rice,Owls,Rice Owls,fbs,151,American Athletic,,3895,Rice Stadium,47000,Houston,TX,77251,US,"(29.7163297,-95.4093261)",7.148301601,498,661,"8,212",1912,4138,72,66,128,110,11,131,97,13,#d1d5d8,http://a.espncdn.com/i/teamlogos/ncaa/500/242.png
97,2534,Sam Houston,SHSU,Sam Houston,Bearkats,Sam Houston Bearkats,fbs,12,Conference USA,,3647,Elliott T. Bowers Stadium,14000,Huntsville,TX,77340,US,"(30.713926,-95.5419802)",127.6225204,581,494,"21,480",1912,1095,3,134,88,83,77,91,98,133,#fe5000,http://a.espncdn.com/i/teamlogos/ncaa/500/2534.png
98,2572,Southern Miss,USM,Southern Miss,Golden Eagles,Southern Miss Golden Eagles,fbs,37,Sun Belt,West,3815,M. M. Roberts Stadium,36000,Hattiesburg,MS,39402,US,"(31.3289321,-89.3318118)",64.52726746,616,472,"13,110",1912,3214,51,86,103,68,87,119,99,72,#FFAA3C,http://a.espncdn.com/i/teamlogos/ncaa/500/2572.png
99,249,North Texas,UNT,North Texas,Mean Green,North Texas Mean Green,fbs,151,American Athletic,,3825,DATCU Stadium,30850,Denton,TX,76210,US,"(33.203899,-97.159245)",198.6871948,551,548,"44,767",1913,2782,45,92,65,94,54,28,100,112,#00853E,http://a.espncdn.com/i/teamlogos/ncaa/500/249.png
100,98,Western Kentucky,WKU,Western KY,Hilltoppers,Western Kentucky Hilltoppers,fbs,12,Conference USA,,3796,Houchens Industries-L.T. Smith Stadium,22113,Bowling Green,KY,42101,US,"(36.9847901,-86.4594041)",154.4346619,625,433,"16,762",1913,4234,11,126,84,65,100,104,101,12,#F32026,http://a.espncdn.com/i/teamlogos/ncaa/500/98.png
101,2638,UTEP,UTEP,UTEP,Miners,UTEP Miners,fbs,12,Conference USA,,3946,Sun Bowl,51500,El Paso,TX,79968,US,"(31.7733353,-106.507957)",1183.697876,414,645,"23,880",1914,3218,84,53,12,119,16,78,102,71,#ff8200,http://a.espncdn.com/i/teamlogos/ncaa/500/2638.png
102,2567,SMU,SMU,SMU,Mustangs,SMU Mustangs,fbs,1,ACC,,3735,Gerald J. Ford Stadium,32000,University Park,TX,75275,US,"(32.8377223,-96.7827859)",169.4058075,546,564,"12,053",1915,3949,47,90,78,98,47,123,103,21,#354ca1,http://a.espncdn.com/i/teamlogos/ncaa/500/2567.png
103,2649,Toledo,TOL,Toledo,Rockets,Toledo Rockets,fbs,15,Mid-American,,3739,Glass Bowl,26038,Toledo,OH,43606,US,"(41.6574777,-83.6135652)",181.4839783,590,458,"15,621",1917,3446,25,112,74,77,92,107,104,60,#0a2240,http://a.espncdn.com/i/teamlogos/ncaa/500/2649.png
104,189,Bowling Green,BGSU,Bowling Green,Falcons,Bowling Green Falcons,fbs,15,Mid-American,,3700,Doyt L. Perry Stadium,24000,Bowling Green,OH,43403,US,"(41.3780114,-83.6225)",205.9057465,571,433,"15,089",1919,3450,16,123,61,90,101,113,105,59,#2b1000,http://a.espncdn.com/i/teamlogos/ncaa/500/189.png
105,26,UCLA,UCLA,UCLA,Bruins,UCLA Bruins,fbs,5,Big Ten,,1056,Rose Bowl,88565,Pasadena,CA,90095,US,"(34.1613284,-118.1676462)",245.1772461,642,456,"46,430",1919,2845,127,10,47,57,94,23,106,108,#2774ae,http://a.espncdn.com/i/teamlogos/ncaa/500/26.png
106,2309,Kent State,KENT,Kent State,Golden Flashes,Kent State Golden Flashes,fbs,15,Mid-American,,3696,Dix Stadium,25319,Kent,OH,44242,US,"(41.1390935,-81.31346)",321.3641663,367,609,"25,630",1920,3513,22,115,29,121,29,71,107,56,#003976,http://a.espncdn.com/i/teamlogos/ncaa/500/2309.png
107,278,Fresno State,FRES,Fresno St,Bulldogs,Fresno State Bulldogs,fbs,17,Mountain West,,3660,Valley Children's Stadium,41031,Fresno,CA,93740,US,"(36.8143527,-119.7580092)",102.564064,654,454,"23,999",1921,3463,63,74,96,48,95,77,108,58,#db0032,http://a.espncdn.com/i/teamlogos/ncaa/500/278.png
108,21,San Diego State,SDSU,San Diego St,Aztecs,San Diego State Aztecs,fbs,17,Mountain West,,7311,Snapdragon Stadium,35000,San Diego,CA,92093,US,"(32.784444,-117.122833)",62.0,596,457,"37,402",1921,3572,50,87,104,74,93,37,109,48,#c41230,http://a.espncdn.com/i/teamlogos/ncaa/500/21.png
109,252,BYU,BYU,BYU,Cougars,BYU Cougars,fbs,4,Big 12,,3801,LaVell Edwards Stadium,63470,Provo,UT,84602,US,"(40.2575347,-111.6545247)",1412.097046,629,445,"34,390",1922,3612,103,34,8,63,97,47,110,44,#003da5,http://a.espncdn.com/i/teamlogos/ncaa/500/252.png
110,2050,Ball State,BALL,Ball State,Cardinals,Ball State Cardinals,fbs,15,Mid-American,,3919,Scheumann Stadium,22500,Muncie,IN,47306,US,"(40.2159422,-85.4161148)",285.481781,480,467,"21,597",1924,3385,12,125,34,112,89,89,111,64,#DA0000,http://a.espncdn.com/i/teamlogos/ncaa/500/2050.png
111,290,Georgia Southern,GASO,GA Southern,Eagles,Georgia Southern Eagles,fbs,37,Sun Belt,East,3608,Allen E. Paulson Stadium,25000,Statesboro,GA,30460,US,"(32.4122471,-81.7849296)",61.25376892,427,260,"26,106",1924,2637,19,116,105,117,121,69,112,120,#003775,http://a.espncdn.com/i/teamlogos/ncaa/500/290.png
112,2641,Texas Tech,TTU,Texas Tech,Red Raiders,Texas Tech Red Raiders,fbs,4,Big 12,,3784,Jones AT&T Stadium,60454,Lubbock,TX,79409,US,"(33.5910518,-101.8728824)",980.7632446,608,486,"40,378",1925,3286,96,41,14,72,82,31,113,68,#CC0000,http://a.espncdn.com/i/teamlogos/ncaa/500/2641.png
113,2390,Miami,MIA,Miami,Hurricanes,Miami Hurricanes,fbs,1,ACC,,3948,Hard Rock Stadium,64767,Miami Gardens,FL,33299,US,"(25.9579665,-80.2388604)",2.624486446,676,391,"19,402",1926,2844,105,32,134,44,110,99,114,109,#005030,http://a.espncdn.com/i/teamlogos/ncaa/500/2390.png
114,2026,Appalachian State,APP,App State,Mountaineers,App State Mountaineers,fbs,37,Sun Belt,East,3792,Kidd Brewer Stadium,30000,Boone,NC,28608,US,"(36.2114267,-81.6854278)",991.3414307,671,361,"21,253",1928,3124,36,106,13,46,113,92,115,79,#ffcc00,http://a.espncdn.com/i/teamlogos/ncaa/500/2026.png
115,151,East Carolina,ECU,East Carolina,Pirates,East Carolina Pirates,fbs,151,American Athletic,,3699,Dowdy-Ficklen Stadium,50000,Greenville,NC,27858,US,"(35.5968486,-77.364564)",19.0564537,470,460,"28,021",1932,4541,77,61,120,114,91,64,117,4,#4b1869,http://a.espncdn.com/i/teamlogos/ncaa/500/151.png
116,68,Boise State,BOIS,Boise St,Broncos,Boise State Broncos,fbs,17,Mountain West,,3653,Albertsons Stadium,36387,Boise,ID,83725,US,"(43.6028839,-116.1958882)",823.2221069,503,190,"26,155",1933,3601,52,85,15,106,126,68,118,46,#0033a0,http://a.espncdn.com/i/teamlogos/ncaa/500/68.png
117,2429,Charlotte,CLT,Charlotte,49ers,Charlotte 49ers,fbs,151,American Athletic,,4418,Jerry Richardson Stadium,15300,Charlotte,NC,28223,US,"(35.3105033,-80.7401194)",190.365509,51,96,"29,551",1946,3066,4,133,70,136,133,60,119,87,#046A38,http://a.espncdn.com/i/teamlogos/ncaa/500/2429.png
118,248,Houston,HOU,Houston,Cougars,Houston Cougars,fbs,4,Big 12,,4728,TDECU Stadium,40000,Houston,TX,77004,US,"(29.7219885,-95.3491623)",9.57440567,479,402,"46,700",1946,4507,60,79,126,113,108,22,120,6,#c92a39,http://a.espncdn.com/i/teamlogos/ncaa/500/248.png
119,52,Florida State,FSU,Florida St,Seminoles,Florida State Seminoles,fbs,1,ACC,,3697,Doak Campbell Stadium,79560,Tallahassee,FL,32306,US,"(30.4381692,-84.3044032)",19.55942535,585,291,"45,493",1947,3830,117,20,119,78,120,24,121,26,#782f40,http://a.espncdn.com/i/teamlogos/ncaa/500/52.png
120,2433,UL Monroe,ULM,UL Monroe,Warhawks,UL Monroe Warhawks,fbs,37,Sun Belt,West,3817,Malone Stadium,30427,Monroe,LA,71209,US,"(32.5308089,-92.0660602)",22.998209,331,472,"8,397",1951,2784,42,95,116,122,88,130,122,111,#231F20,http://a.espncdn.com/i/teamlogos/ncaa/500/2433.png
121,2005,Air Force,AFA,Air Force,Falcons,Air Force Falcons,fbs,17,Mountain West,,3713,Falcon Stadium,46692,Colorado Springs,CO,80840,US,"(38.9969701,-104.8436165)",2024.875732,439,350,"4,304",1955,2697,70,67,2,116,115,135,123,117,#004a7b,http://a.espncdn.com/i/teamlogos/ncaa/500/2005.png
122,2439,UNLV,UNLV,UNLV,Rebels,UNLV Rebels,fbs,17,Mountain West,,6501,Allegiant Stadium,65000,Las Vegas,NV,89154,US,"(36.1672559,-115.1485163)",2001.0,266,389,"28,092",1968,3495,106,31,3,125,111,63,124,57,#b10202,http://a.espncdn.com/i/teamlogos/ncaa/500/2439.png
123,256,James Madison,JMU,James Madison,Dukes,James Madison Dukes,fbs,37,Sun Belt,East,3651,Bridgeforth Stadium,24877,Harrisonburg,VA,22807,US,"(38.4352919,-78.8729349)",399.303009,379,226,"22,224",1972,1455,18,119,22,120,124,86,125,131,#450084,http://a.espncdn.com/i/teamlogos/ncaa/500/256.png
124,2335,Liberty,LIB,Liberty,Flames,Liberty Flames,fbs,12,Conference USA,,3992,Williams Stadium (VA),25000,Lynchburg,VA,24502,US,"(37.3544305,-79.1750239)",272.9237061,308,260,"15,800",1973,2433,20,117,40,123,122,106,126,125,#071740,http://a.espncdn.com/i/teamlogos/ncaa/500/2335.png
125,2116,UCF,UCF,UCF,Knights,UCF Knights,fbs,4,Big 12,,3652,FBC Mortgage Stadium,44206,Orlando,FL,32816,US,"(28.6079765,-81.1927233)",20.94113731,299,242,"69,320",1979,2961,66,71,117,124,123,2,127,97,#ba9b37,http://a.espncdn.com/i/teamlogos/ncaa/500/2116.png
126,5,UAB,UAB,UAB,Blazers,UAB Blazers,fbs,151,American Athletic,,7221,Protective Stadium,47100,Birmingham,AL,35203,US,"(33.5206824,-86.8024326)",643.0,177,197,"21,639",1991,3112,73,64,18,126,125,88,128,83,#003b28,http://a.espncdn.com/i/teamlogos/ncaa/500/5.png
127,58,South Florida,USF,South Florida,Bulls,South Florida Bulls,fbs,151,American Athletic,,3886,Raymond James Stadium,65828,Tampa,FL,33620,US,"(27.9758691,-82.5033344)",11.07972908,177,161,"49,766",1997,2167,108,29,124,127,129,16,129,128,#004A36,http://a.espncdn.com/i/teamlogos/ncaa/500/58.png
128,2226,Florida Atlantic,FAU,FAU,Owls,Florida Atlantic Owls,fbs,151,American Athletic,,3715,FAU Stadium,29419,Boca Raton,FL,33499,US,"(26.3763763,-80.1015759)",3.613628864,126,166,"36,703",2001,2703,30,107,130,129,128,41,130,116,#00447c,http://a.espncdn.com/i/teamlogos/ncaa/500/2226.png
129,2229,Florida International,FIU,FIU,Panthers,Florida International Panthers,fbs,12,Conference USA,,218,FIU Stadium,20000,Miami,FL,33199,US,"(25.7525014,-80.3778912)",1.718581796,94,179,"55,687",2002,3531,7,130,135,131,127,6,131,54,#001538,http://a.espncdn.com/i/teamlogos/ncaa/500/2229.png
130,324,Coastal Carolina,CCU,Coastal Car,Chanticleers,Coastal Carolina Chanticleers,fbs,37,Sun Belt,East,3654,Brooks Stadium (SC),21000,Conway,SC,29528,US,"(33.7928506,-79.0166946)",13.74894905,173,98,"10,484",2003,3691,9,128,122,128,132,127,132,35,#007073,http://a.espncdn.com/i/teamlogos/ncaa/500/324.png
131,6,South Alabama,USA,South Alabama,Jaguars,South Alabama Jaguars,fbs,37,Sun Belt,West,6526,Hancock Whitney Stadium,25450,Mobile,AL,85329,US,"(30.6943566,-88.0430541)",33.0,91,100,"13,463",2009,3140,23,114,112,133,131,118,133,76,#00205B,http://a.espncdn.com/i/teamlogos/ncaa/500/6.png
132,2247,Georgia State,GAST,Georgia St,Panthers,Georgia State Panthers,fbs,37,Sun Belt,East,4246,Center Parc Stadium,25000,Atlanta,GA,30315,US,"(33.735267,-84.389949)",287.0,65,117,"50,521",2010,3391,21,118,33,135,130,13,134,63,#1e539a,http://a.espncdn.com/i/teamlogos/ncaa/500/2247.png
133,2636,UTSA,UTSA,UTSA,Roadrunners,UTSA Roadrunners,fbs,151,American Athletic,,3604,Alamodome,36582,San Antonio,TX,78299,US,"(29.4169834,-98.4788143)",201.5526886,92,83,"34,393",2011,3639,54,83,63,132,135,46,135,40,#002A5C,http://a.espncdn.com/i/teamlogos/ncaa/500/2636.png
134,338,Kennesaw State,KENN,Kennesaw St,Owls,Kennesaw State Owls,fbs,12,Conference USA,,4899,Fifth Third Stadium,8318,Kennesaw,GA,48187,US,"(34.0289318,-84.5676234)",296.9589844,74,42,"45,152",2015,1111,1,136,32,134,136,27,136,132,#fdbb30,http://a.espncdn.com/i/teamlogos/ncaa/500/338.png
135,295,Old Dominion,ODU,Old Dominion,Monarchs,Old Dominion Monarchs,fbs,37,Sun Belt,East,3918,S.B. Ballard Stadium,20118,Norfolk,VA,23551,US,"(36.8889533,-76.3049175)",3.147987843,99,87,"23,494",1930,2664,8,129,133,130,134,79,116,118,#00507d,http://a.espncdn.com/i/teamlogos/ncaa/500/295.png
